-2.87311,24.82006,0.8047295;-0.09348925,0.995518,-0.01427149;11.0799999237061
-2.878101,24.81948,0.8047313;-0.09369005,0.9954991,-0.01427155;11.0999994277954
-2.883092,24.8189,0.804733;-0.09389067,0.9954802,-0.01427159;11.1199998855591
-2.888083,24.81833,0.8047348;-0.09409127,0.9954613,-0.01427162;11.1399993896484
-2.893073,24.81774,0.8047365;-0.09429207,0.9954423,-0.01427168;11.1599998474121
-2.898063,24.81716,0.8047382;-0.09449267,0.9954233,-0.01427153;11.1799993515015
-2.903053,24.81658,0.8047398;-0.09469326,0.9954042,-0.01427156;11.1999998092651
-2.908042,24.81599,0.8047415;-0.09489385,0.9953851,-0.01427159;11.2199993133545
-2.913032,24.81541,0.8047431;-0.09509462,0.9953659,-0.01427165;11.2399997711182
-2.918021,24.81482,0.8047447;-0.09529506,0.9953468,-0.01427147;11.2599992752075
-2.92301,24.81424,0.8047463;-0.09549583,0.9953275,-0.01427153;11.2799997329712
-2.927998,24.81365,0.8047478;-0.09569623,0.9953083,-0.01427153;11.3000001907349
-2.932986,24.81306,0.8047494;-0.095897,0.995289,-0.01427159;11.3199996948242
-2.937974,24.81247,0.8047509;-0.09609739,0.9952696,-0.0142716;11.3400001525879
-2.942962,24.81188,0.8047523;-0.09629815,0.9952502,-0.01427165;11.3599996566772
-2.94795,24.81129,0.8047538;-0.09649855,0.9952308,-0.01427147;11.3800001144409
-2.952937,24.81069,0.8047553;-0.09485927,0.9953918,-0.01403267;11.3999996185303
-2.958456,24.81003,0.8047508;-0.09210949,0.995656,-0.01360529;11.4200000762939
-2.964852,24.80925,0.8047332;-0.08871513,0.9959721,-0.01300896;11.4399995803833
-2.972386,24.80832,0.8046948;-0.08495814,0.9963092,-0.01225279;11.460000038147
-2.981283,24.8072,0.804627;-0.08101058,0.9966487,-0.0113426;11.4799995422363
-2.991752,24.80586,0.8045189;-0.07697782,0.9969798,-0.01028259;11.5
-3.004003,24.80426,0.8043575;-0.07292676,0.997296,-0.009075276;11.5199995040894
-3.018257,24.80237,0.8041264;-0.06890141,0.9975936,-0.007720792;11.539999961853
-3.034756,24.80013,0.803805;-0.06493215,0.9978703,-0.006219751;11.5599994659424
-3.053766,24.79748,0.8033674;-0.06104165,0.9981248,-0.004570154;11.5799999237061
-3.075585,24.79437,0.8027807;-0.05724948,0.998356,-0.002769559;11.5999994277954
-3.10055,24.79071,0.8020033;-0.05357314,0.9985636,-0.0008143922;11.6199998855591
-3.12904,24.78641,0.8009818;-0.05003003,0.9987469,0.001299286;11.6399993896484
-3.161485,24.78135,0.7996486;-0.04663807,0.9989054,0.003576651;11.6599998474121
-3.198366,24.77539,0.7979175;-0.04341672,0.9990389,0.006023868;11.6799993515015
-3.240223,24.76836,0.795679;-0.04038766,0.9991466,0.008647466;11.6999998092651
-3.287653,24.76006,0.7927943;-0.03757438,0.9992282,0.01145489;11.7199993133545
-3.341311,24.75024,0.789089;-0.03500311,0.9992827,0.01445432;11.7399997711182
-3.401898,24.7386,0.7843455;-0.03270308,0.9993092,0.01765432;11.7599992752075
-3.470156,24.7248,0.7782962;-0.03070573,0.9993065,0.02106455;11.7799997329712
-3.546839,24.70842,0.7706171;-0.02904529,0.999273,0.02469406;11.8000001907349
-3.632689,24.689,0.760924;-0.02775814,0.9992068,0.02855246;11.8199996948242
-3.728402,24.66601,0.7487726;-0.026882,0.9991053,0.03264868;11.8400001525879
-3.834581,24.63888,0.7336651;-0.02645553,0.9989654,0.03699071;11.8599996566772
-3.951705,24.60699,0.7150618;-0.02651798,0.998783,0.04158594;11.8800001144409
-4.080094,24.56972,0.6923997;-0.02710807,0.9985532,0.04643971;11.8999996185303
-4.219893,24.52643,0.6651143;-0.02826419,0.99827,0.05155612;11.9200000762939
-4.371062,24.47652,0.6326622;-0.03002384,0.9979262,0.05693677;11.9399995803833
-4.533394,24.4194,0.5945407;-0.03242511,0.997513,0.06258097;11.960000038147
-4.706534,24.35452,0.5503023;-0.03550623,0.9970201,0.06848513;11.9799995422363
-4.889999,24.28138,0.4995642;-0.03930602,0.9964354,0.07464257;12
-5.083211,24.19955,0.442012;-0.04386384,0.9957449,0.08104269;12.0199995040894
-5.285514,24.10862,0.3774007;-0.0492206,0.9949328,0.08766995;12.039999961853
-5.496199,24.00823,0.3055517;-0.05541813,0.9939808,0.09450454;12.0599994659424
-5.714517,23.89808,0.2263487;-0.06249757,0.9928683,0.1015211;12.0799999237061
-5.939694,23.77793,0.139732;-0.07050064,0.9915728,0.108688;12.0999994277954
-6.170945,23.64754,0.04569191;-0.07946767,0.9900689,0.1159674;12.1199998855591
-6.407479,23.50675,-0.05573846;-0.0894379,0.988329,0.1233151;12.1399993896484
-6.648511,23.35541,-0.1644905;-0.1004472,0.9863231,0.1306793;12.1599998474121
-6.893262,23.19343,-0.2804669;-0.1120056,0.9855832,0.1268088;12.1799993515015
-7.136707,23.02883,-0.3975015;-0.1236173,0.9847175,0.1226795;12.1999998092651
-7.378704,22.86247,-0.5137157;-0.1352657,0.983694,0.1185295;12.2199993133545
-7.619287,22.69432,-0.6289724;-0.1469502,0.9825098,0.1143686;12.2399997711182
-7.858447,22.52432,-0.7432758;-0.1586693,0.9811628,0.1101978;12.2599992752075
-8.096162,22.35245,-0.8566251;-0.1704206,0.9796515,0.106018;12.2799997329712
-8.33241,22.17868,-0.9690179;-0.1822012,0.9779741,0.1018304;12.3000001907349
-8.567167,22.00299,-1.080452;-0.1940088,0.976129,0.09763569;12.3199996948242
-8.800409,21.82536,-1.190924;-0.2058411,0.9741147,0.09343511;12.3400001525879
-9.03211,21.64575,-1.300434;-0.217695,0.9719295,0.08922952;12.3599996566772
-9.262243,21.46415,-1.408979;-0.2295678,0.9695722,0.08501983;12.3800001144409
-9.49078,21.28054,-1.516559;-0.241457,0.9670413,0.08080693;12.3999996185303
-9.71769,21.09489,-1.623172;-0.2533597,0.9643353,0.07659197;12.4200000762939
-9.942945,20.90721,-1.728817;-0.2652731,0.9614531,0.07237548;12.4399995803833
-10.16651,20.71745,-1.833495;-0.2771942,0.9583933,0.06815862;12.460000038147
-10.38836,20.52563,-1.937206;-0.2891197,0.9551551,0.06394222;12.4799995422363
-10.60846,20.33171,-2.039948;-0.301047,0.951737,0.05972685;12.5
-10.82677,20.13569,-2.141722;-0.3129729,0.9481383,0.05551352;12.5199995040894
-11.04327,19.93756,-2.242529;-0.3248944,0.9443578,0.05130315;12.539999961853
-11.2579,19.73731,-2.34237;-0.336808,0.9403948,0.04709645;12.5599994659424
-11.47065,19.53493,-2.441244;-0.3487109,0.9362483,0.04289412;12.5799999237061
-11.68147,19.33042,-2.539154;-0.3605996,0.9319177,0.03869691;12.5999994277954
-11.89032,19.12377,-2.6361;-0.372471,0.9274021,0.03450565;12.6199998855591
-12.09717,18.91498,-2.732083;-0.3843218,0.9227011,0.0303209;12.6399993896484
-12.30198,18.70406,-2.827105;-0.3961485,0.9178142,0.02614358;12.6599998474121
-12.50471,18.49099,-2.921167;-0.4079477,0.9127408,0.02197447;12.6799993515015
-12.70532,18.27578,-3.014271;-0.419716,0.9074807,0.01781392;12.6999998092651
-12.90377,18.05843,-3.106418;-0.4314499,0.9020334,0.01366279;12.7199993133545
-13.10003,17.83896,-3.197611;-0.4431462,0.8963988,0.009521708;12.7399997711182
-13.29404,17.61735,-3.287851;-0.4548011,0.8905767,0.00539133;12.7599992752075
-13.48578,17.39363,-3.37714;-0.4664114,0.884567,0.001272365;12.7799997329712
-13.6752,17.1678,-3.465481;-0.4779731,0.8783699,-0.002834499;12.7999992370605
-13.86226,16.93987,-3.552875;-0.489483,0.8719853,-0.006928846;12.8199996948242
-14.04693,16.70985,-3.639324;-0.5009375,0.8654134,-0.01101008;12.8400001525879
-14.22915,16.47776,-3.724832;-0.5123329,0.8586546,-0.01507708;12.8599996566772
-14.40889,16.24361,-3.8094;-0.5236655,0.8517092,-0.01913002;12.8800001144409
-14.58611,16.00741,-3.89303;-0.5349318,0.8445776,-0.02316767;12.8999996185303
-14.76077,15.76918,-3.975726;-0.5461284,0.8372601,-0.02719015;12.9200000762939
-14.93282,15.52895,-4.057489;-0.5572511,0.8297578,-0.03119618;12.9399995803833
-15.10223,15.28673,-4.138322;-0.5682967,0.8220711,-0.03518549;12.960000038147
-15.26897,15.04254,-4.218227;-0.5792614,0.8142008,-0.03915754;12.9799995422363
-15.43297,14.7964,-4.297207;-0.5901418,0.8061476,-0.04311204;13
-15.59422,14.54835,-4.375265;-0.6009341,0.7979127,-0.04704809;13.0199995040894
-15.75267,14.2984,-4.452403;-0.6116346,0.7894971,-0.05096534;13.039999961853
-15.90827,14.04659,-4.528624;-0.6222397,0.7809019,-0.0548633;13.0599994659424
-16.061,13.79293,-4.60393;-0.6327457,0.7721284,-0.05874106;13.0799999237061
-16.21081,13.53746,-4.678323;-0.6431495,0.7631776,-0.062599;13.0999994277954
-16.35767,13.28021,-4.751808;-0.6534468,0.7540515,-0.06643549;13.1199998855591
-16.50154,13.02121,-4.824386;-0.6636345,0.744751,-0.07025093;13.1399993896484
-16.64238,12.7605,-4.89606;-0.6737092,0.7352778,-0.0740445;13.1599998474121
-16.78016,12.4981,-4.966832;-0.683667,0.7256336,-0.07781562;13.1799993515015
-16.91485,12.23406,-5.036706;-0.6935045,0.7158204,-0.08156401;13.1999998092651
-17.0464,11.96841,-5.105684;-0.7032182,0.7058399,-0.08528906;13.2199993133545
-17.17479,11.70118,-5.173768;-0.7128052,0.6956936,-0.0889903;13.2399997711182
-17.29997,11.43242,-5.240962;-0.7222612,0.6853842,-0.09266755;13.2599992752075
-17.42193,11.16216,-5.307268;-0.7315837,0.6749132,-0.09632003;13.2799997329712
-17.54063,10.89046,-5.372689;-0.7403503,0.6640499,-0.1044953;13.2999992370605
-17.65744,10.62188,-5.434817;-0.7487353,0.6527694,-0.1152718;13.3199996948242
-17.77349,10.35983,-5.49162;-0.756878,0.6410295,-0.1273451;13.3400001525879
-17.88943,10.10653,-5.541934;-0.7648543,0.6288313,-0.1398898;13.3599996566772
-18.00554,9.863444,-5.585176;-0.7726905,0.6162216,-0.152382;13.3800001144409
-18.12188,9.631615,-5.621113;-0.7803838,0.6032783,-0.1644884;13.3999996185303
-18.23837,9.411762,-5.649736;-0.7879166,0.5900945,-0.1759999;13.4200000762939
-18.3548,9.204394,-5.671184;-0.7952657,0.5767688,-0.1867892;13.4399995803833
-18.47095,9.009851,-5.685698;-0.802408,0.5633985,-0.1967829;13.460000038147
-18.58651,8.828329,-5.693594;-0.8093227,0.5500755,-0.2059456;13.4799995422363
-18.70119,8.6599,-5.695243;-0.8159939,0.5368828,-0.2142681;13.5
-18.81465,8.50451,-5.691061;-0.8224103,0.5238929,-0.2217604;13.5199995040894
-18.92659,8.361994,-5.681487;-0.8285649,0.511168,-0.2284461;13.539999961853
-19.03671,8.232075,-5.666981;-0.834456,0.498758,-0.2343576;13.5599994659424
-19.14474,8.11438,-5.648009;-0.8400862,0.4867013,-0.2395351;13.5799999237061
-19.25045,8.008448,-5.625031;-0.8454613,0.4750246,-0.2440222;13.5999994277954
-19.35362,7.91375,-5.598493;-0.8505907,0.4637445,-0.247864;13.6199998855591
-19.45411,7.829707,-5.568817;-0.8554852,0.4528695,-0.2511061;13.6399993896484
-19.5518,7.75571,-5.536395;-0.8601583,0.4423991,-0.2537932;13.6599998474121
-19.6466,7.691139,-5.501585;-0.8646235,0.4323277,-0.255967;13.6799993515015
-19.73847,7.635383,-5.464713;-0.8688955,0.4226445,-0.257667;13.6999998092651
-19.82738,7.587853,-5.426063;-0.8729882,0.413337,-0.2589287;13.7199993133545
-19.91333,7.547995,-5.385889;-0.8769158,0.4043897,-0.2597844;13.7399997711182
-19.99634,7.515293,-5.344411;-0.8806903,0.3957875,-0.2602628;13.7599992752075
-20.07643,7.489278,-5.301824;-0.8843241,0.3875156,-0.2603889;13.7799997329712
-20.15364,7.469527,-5.258295;-0.8878282,0.3795583,-0.2601857;13.7999992370605
-20.22799,7.455662,-5.213971;-0.891212,0.3719028,-0.2596718;13.8199996948242
-20.29951,7.447349,-5.168981;-0.8944843,0.3645366,-0.2588646;13.8400001525879
-20.36826,7.444295,-5.123438;-0.897653,0.3574484,-0.2577786;13.8599996566772
-20.43424,7.446247,-5.077444;-0.9007245,0.3506292,-0.256427;13.8800001144409
-20.49749,7.452987,-5.031089;-0.9037043,0.3440709,-0.2548208;13.8999996185303
-20.55802,7.464331,-4.984456;-0.906598,0.3377667,-0.2529697;13.9200000762939
-20.61586,7.480126,-4.937619;-0.9094095,0.3317114,-0.250882;13.9399995803833
-20.67099,7.500248,-4.89065;-0.9121425,0.3259008,-0.2485654;13.960000038147
-20.72343,7.524602,-4.843614;-0.9147996,0.3203323,-0.2460264;13.9799995422363
-20.77315,7.55312,-4.796574;-0.917383,0.3150049,-0.2432702;14
-20.82013,7.585759,-4.749593;-0.9198945,0.3099179,-0.2403021;14.0199995040894
-20.86434,7.622502,-4.702731;-0.9223351,0.3050724,-0.2371261;14.039999961853
-20.90574,7.66336,-4.656051;-0.9247056,0.3004707,-0.2337456;14.0599994659424
-20.94425,7.708366,-4.609616;-0.9270057,0.2961168,-0.2301636;14.0799999237061
-20.9798,7.757583,-4.563493;-0.9292353,0.2920147,-0.2263827;14.0999994277954
-21.01229,7.8111,-4.517753;-0.9313932,0.2881713,-0.2224049;14.1199998855591
-21.04161,7.869034,-4.472474;-0.9334782,0.2845936,-0.2182314;14.1399993896484
-21.0676,7.931532,-4.42774;-0.9354876,0.2812923,-0.2138638;14.1599998474121
-21.09011,7.998771,-4.383647;-0.9374193,0.2782767,-0.2093018;14.1799993515015
-21.10891,8.070957,-4.340303;-0.9392698,0.2755598,-0.2045462;14.1999998092651
-21.12378,8.14833,-4.297832;-0.9410349,0.2731569,-0.1995966;14.2199993133545
-21.13444,8.231156,-4.256372;-0.9427097,0.2710843,-0.1944523;14.2399997711182
-21.14057,8.319732,-4.216089;-0.9442888,0.2693607,-0.1891124;14.2599992752075
-21.14178,8.414375,-4.177171;-0.9457654,0.2680073,-0.1835756;14.2799997329712
-21.13766,8.515421,-4.139834;-0.9471316,0.2670481,-0.1778405;14.2999992370605
-21.12774,8.623211,-4.10433;-0.9483786,0.2665079,-0.1719058;14.3199996948242
-21.11147,8.738079,-4.070943;-0.9494964,0.2664153,-0.1657698;14.3400001525879
-21.08827,8.860338,-4.039994;-0.9504734,0.2667996,-0.1594318;14.3599996566772
-21.05754,8.990256,-4.011839;-0.9512967,0.2676923,-0.1528905;14.3800001144409
-21.01859,9.12804,-3.986869;-0.951952,0.2691258,-0.1461465;14.3999996185303
-20.97077,9.273811,-3.965497;-0.9524232,0.2711339,-0.1392003;14.4200000762939
-20.91338,9.42759,-3.948159;-0.9526923,0.2737498,-0.1320546;14.4399995803833
-20.84577,9.589283,-3.935295;-0.9527402,0.277007,-0.1247129;14.460000038147
-20.7673,9.758673,-3.927341;-0.952545,0.2809387,-0.117181;14.4799995422363
-20.67739,9.935422,-3.924718;-0.9520831,0.285578,-0.1094668;14.5
-20.57552,10.11908,-3.927818;-0.9513285,0.290956,-0.1015815;14.5199995040894
-20.46122,10.30908,-3.936998;-0.9502523,0.2971044,-0.09353873;14.539999961853
-20.33411,10.50479,-3.952578;-0.9488236,0.3040529,-0.08535627;14.5599994659424
-20.19387,10.70548,-3.974829;-0.9470077,0.3118313,-0.07705665;14.5799999237061
-20.04026,10.91038,-4.003983;-0.9447676,0.3204671,-0.06866628;14.5999994277954
-19.87307,11.11865,-4.040228;-0.942063,0.3299868,-0.06021783;14.6199998855591
-19.69219,11.32946,-4.083713;-0.9388505,0.3404142,-0.05174938;14.6399993896484
-19.49754,11.54192,-4.134551;-0.9350839,0.3517708,-0.04330534;14.6599998474121
-19.28909,11.75513,-4.192827;-0.9307144,0.3640742,-0.03493688;14.6799993515015
-19.06685,11.96821,-4.258604;-0.925691,0.3773372,-0.02670163;14.6999998092651
-18.83085,12.18024,-4.331926;-0.9199595,0.3915688,-0.01866499;14.7199993133545
-18.58117,12.39031,-4.412827;-0.9134654,0.4067703,-0.01089931;14.7399997711182
-18.31787,12.59749,-4.501343;-0.9061524,0.4229369,-0.0034841;14.7599992752075
-18.04105,12.80086,-4.597512;-0.8979633,0.4400566,0.003493011;14.7799997329712
-17.75079,12.99946,-4.701393;-0.888841,0.4581079,0.009937733;14.7999992370605
-17.44717,13.19228,-4.813072;-0.8787295,0.4770602,0.01574707;14.8199996948242
-17.13446,13.37539,-4.937985;-0.8676982,0.4966663,0.02055144;14.8399991989136
-16.82502,13.54051,-5.087682;-0.8560821,0.5162983,0.02365461;14.8599996566772
-16.52418,13.68652,-5.259768;-0.8440402,0.5356964,0.0250071;14.8800001144409
-16.23464,13.81257,-5.452056;-0.8317055,0.5546722,0.02459428;14.8999996185303
-15.95801,13.918,-5.662404;-0.8249772,0.564988,0.01418865;14.9200000762939
-15.68229,14.02059,-5.870083;-0.8181257,0.5750281,0.003645629;14.9399995803833
-15.40591,14.11996,-6.075758;-0.8110402,0.5849494,-0.006928623;14.960000038147
-15.1282,14.21592,-6.279696;-0.8037109,0.5947613,-0.01754531;14.9799995422363
-14.84884,14.30835,-6.482001;-0.7961322,0.6044648,-0.02820943;15
-14.56768,14.39719,-6.682702;-0.7883009,0.6140577,-0.03892182;15.0199995040894
-14.28465,14.48235,-6.881796;-0.7802147,0.6235356,-0.04968131;15.039999961853
-13.99971,14.56379,-7.079265;-0.7718715,0.6328948,-0.06048609;15.0599994659424
-13.71284,14.64144,-7.275085;-0.7632694,0.6421303,-0.07133409;15.0799999237061
-13.42401,14.71526,-7.469225;-0.7544068,0.6512371,-0.08222258;15.0999994277954
-13.13322,14.78519,-7.661655;-0.7452822,0.6602103,-0.09314917;15.1199998855591
-12.84045,14.85117,-7.852339;-0.7358938,0.6690451,-0.1041109;15.1399993896484
-12.54571,14.91315,-8.041241;-0.7239313,0.6807544,-0.1117904;15.1599998474121
-12.25418,14.96427,-8.235779;-0.7103275,0.6939008,-0.1180529;15.1799993515015
-11.97004,15.00057,-8.439645;-0.6956745,0.7075523,-0.124124;15.1999998092651
-11.69652,15.01974,-8.654205;-0.6803783,0.7211076,-0.1307257;15.2199993133545
-11.43604,15.02042,-8.879428;-0.6647429,0.7341678,-0.1382557;15.2399997711182
-11.1904,15.00188,-9.114471;-0.6490051,0.7464648,-0.1469109;15.2599992752075
-10.96095,14.96378,-9.358045;-0.6333545,0.7578169,-0.1567665;15.2799997329712
-10.74865,14.90603,-9.608625;-0.6179462,0.7680996,-0.1678257;15.2999992370605
